Customer_ID,Customer_Name,Country,City,Age,Signup_Date,Customer_Segment,Annual_Spend_DKK,Orders,Email,Active
10014,Nora Eriksson,Norway,Bergen,50.0,14/02/2026,Premium,12808.07,31,user10014@example.com,No
10489,Maya Lindberg,Denmark,Aalborg,30.0,2025-08-24,Standard,13255.52,34,@example.com,Yes
10395,Freja Møller,Denmark,ODENSE,59.0,2026-05-13,Standard,10614.4,24,user10395@example.com,Yes
10403,Elias Hussein,Norway,Bergen,68.0,2025-01-03,Standard,15056.97,15,user10403@example.com,No
10197,Adam Ali,Sweden,Malmö,65.0,2024-10-15,Premium,17035.97,34,user10197@example.com,Yes
10464,Lina Osman,Denmark,,24.0,2024-07-20,Standard,10822.32,20,user10464@example.com,Yes
10352,Emma Jensen,Danmark,Aarhus,45.0,2025-07-03,Basic,6339.91,24,user10352@example.com,N
10361,Lina Osman,Germany,Hamburg,67.0,2025-05-18,Standard ,"8,561.69 DKK",17,user10361@example.com,Yes
10354,Yasmin Ahmed,DENMARK,Aalborg,41.0,2025-07-15,Standard,12181.33,31,user10354@example.com,No
10438,Oliver Hansen,Denmark,Aalborg,26.0,2026-04-26,Premium,4009.19,18,user10438@example.com,Yes
10072,Emil Johansson,Denmark,Odense,64.0,25/05/2024,Premium,6993.26,4,user10072@example.com,Yes
10313,Maya Patel,Denmark,,43.0,2025-01-13,Standard,12202.28,32,user10313@example.com,No
10455,Noah Khan,Denmark,Copenhagen,,2026-04-30,Basic,"10,613.52 DKK",34,user10455@example.com,Yes
10334,Victor Lindström,Norway,Bergen,41.0,2024-10-03,Standard,"12,082.41 DKK",7,user10334@example.com,Yes
10417,Noah Khan,Denmark,Copenhagen,46.0,2025-06-14,Standard,8958.45,27,user10417@example.com,Yes
10400,Leila Osman,Denmark,Odense,53.0,2025-10-25,Premium,13111.63,31,user10400@example.com,Yes
10328,Yasmin Ahmed,Denmark,Aarhus,35.0,2026-02-09,Premium,17052.27,19,user10328@example.com,Yes
10553,Maya Lindberg,Denmark,Aalborg,28.0,2025-12-25,Basic,19227.89,31,user10553@example.com,Yes
10030,Emil Johansson,Sweden,Gothenburg,20.0,2025-10-18,Premium,16900.35,23, user10030@example.com ,No
10093,Omar Mohamed,Denmark,Odense,67.0,2024-03-30,Standard,8404.57,3,user10093@example.com,Yes
10358,Nora Eriksson,Norway,Oslo,44.0,2025-09-16,Standard,16366.68,23,user10358@example.com,Yes
10481,Mads Nielsen,Denmark,Aarhus,41.0,2025-10-11,Standard ,"20,091.25 DKK",11,user10481@example.com,Yes
10192,Elias Holm,Danmark,Aalborg,26.0,2024-01-23,Standard,7184.5,3,@example.com,Yes
10091,Anna Schmidt,Denmark,Copenhagen,,02/05/2025,Standard,18851.97,7,user10091@example.com,Yes
10067,Anna Schmidt, Denmark ,Copenhagen,30.0,22/07/2025,Standard,13094.01,7,user10067@example.com,no
10220,Maya Lindberg,Denmark,Aalborg,56.0,2026-02-18,Standard,7330.67,22,user10220@example.com,Yes
10172,Elias Hussein,Denmark,Aalborg,20.0,2025-12-10,Premium,17678.34,6, user10172@example.com ,Yes
10217,Elias Holm,Denmark,Copenhagen,54.0,"Apr 29, 2025",Basic,10102.71,7,user10217@example.com,Yes
10024,Victor Lindström,Germany,Hamburg,67.0,2024-12-29,Standard,"19,835.23 DKK",17,user10024@example.com,Yes
10602,Sara Mohamed,Norway,Oslo,67.0,11/02/2024,Standard,8055.31,6,user10602@example.com,Yes
10591,Lucas Kristensen,Germany,Hamburg,18.0,32/13/2025,Standard,10704.95,7,user10591@example.com,Yes
10234,Lucas Kristensen,Sweden,Stockholm,47.0,2024-07-26,Premium,7981.12,28,user10234@example.com,Yes
10385,Sofia Petersen, Denmark ,Odense,56.0,2026-05-14,PREMIUM,14522.8,11,@example.com,Yes
10150,Sofie Larsen,Denmark,Aarhus,70.0,2025-10-11,Standard,"10,676.26 DKK",16,user10150@example.com,Yes
10424,Lucas Garcia,Denmark,Copenhagen,28.0,2024-01-01,Standard,,18,user10424@example.com,NO
10163,Mads Nielsen,Denmark,Aalborg,37.0,2024-07-18,Premium,4893.04,11,user10163@example.com,Yes
10413,Victor Lindström,Denmark,Aalborg,20.0,2026-05-21,Standard,11466.02,18,user10413@example.com,Yes
10513,Maya Patel,Denmark, Copenhagen ,21.0,2025-06-02,basic,13708.72,24,USER10513@EXAMPLE.COM,Yes
10153,Clara Andersen,Denmark,Aarhus,49.0,2024-05-21,Basic,5620.28,5,user10153@example.com,Yes
10303,Leo Wagner,Denmark,Aarhus,64.0,2026-04-24,Standard,"12,395.10 DKK",4,user10303@example.com,Yes
10127,  Maya Patel ,Denmark,copenhagen,25.0,2025-03-30,Basic,7739.83,15,user10127@example.com,Yes
10027,Elias Hussein,Denmark,Aalborg,70.0,2024-03-05,Standard,14583.57,16,user10027@example.com,Yes
10539,Ida Sørensen,Denmark,Odense,43.0,2026-05-28,Premium,,34,user10539@example.com,Yes
10528,Omar Mohamed,Germany,Hamburg,67.0,2026-02-04,Premium,11395.17,4,user10528@example.com,Yes
10095,Ida Sørensen,Denmark,COPENHAGEN,68.0,2025-04-28,Basic,4870.02,22,user10095@example.com,Yes
10556,Nora Eriksson,Denmark,Aarhus,63.0,02/02/2026,Premium,7172.02,7,user10556@example.com,Yes
10267,Leila Osman,Denmark,Copenhagen,35.0,2024-06-01,Premium,14978.01,7,,Yes
10144,Oscar Berg,Denmark,Aarhus,69.0,2024-06-18,Premium,24427.82,9,user10144@example.com,Yes
10425,Sara Mohamed,Sweden,Gothenburg,38.0,2025-08-04,Standard,10141.59,12,missing-at-sign.com,Yes
10584,Leo Wagner,Denmark,Aarhus,21.0,2025-08-16,Premium,4993.88,20,user10584@example.com,Yes
10108,Nora Eriksson,Denmark,Odense,34.0,2026-02-28,Standard,5091.27,2,user10108@example.com,Yes
10122,Omar Mohamed,Sweden,,54.0,2024-08-02,Standard,17108.16,8,user10122@example.com,Yes
10193,Mads Nielsen,Denmark,Aalborg,56.0,2025-02-13,Basic,15877.22,12,user10193@example.com,Yes
10580,Sofie Larsen,Denmark,Odense,27.0,2024-05-15,Standard,9814.48,16,user10580@example.com,Yes
10087,Adam Ali,Sweden,Stockholm,31.0,2025-04-15,Basic,5286.46,15,user10087@example.com,No
10086,Alexander Rasmussen,Denmark,Aalborg,44.0,2024-07-23,Basic,14539.82,4,user10086@example.com,Yes
10058,William Pedersen,Denmark,Aarhus,32.0,2024-05-01,Premium,7434.73,33,user10058@example.com,Yes
10462,Emily Wilson,Denmark,,34.0,2026-06-17,Basic,11586.58,17,user10462@example.com,Yes
10107,Emil Johansson,Denmark,Odense,56.0,21/02/2024,Basic,10889.4,31,user10107@example.com,No
10244,Adam Ali,Denmark,AARHUS,44.0,31/10/2025,Premium,4570.39,17,user10244@example.com,No
10415,Noah Khan,Denmark,Aalborg,44.0,2025-04-06,Standard,10428.39,22,user10415@example.com,Yes
10246,Yasmin Ahmed,Norway,Bergen,42.0,"Apr 23, 2025",Basic,13648.09,9,user10246@example.com,Yes
10474,Daniel Martin,Denmark,Aalborg,60.0,"Jun 13, 2026",Premium,7817.18,8,user10474@example.com,Yes
10457,Emil Johansson,Germany,Hamburg,61.0,2024-05-20,Standard,8169.27,17,user10457@example.com,Yes
10490,Elena Müller,Denmark,aarhus,43.0,2026-01-19,Basic,7264.38,14,user10490@example.com,Yes
10055,IDA SØRENSEN,Sweden,Gothenburg,63.0,2024-04-16,Premium,29180.3,4,user10055@example.com,No
10504,Laura Thomsen,Denmark,Copenhagen,41.0,2024-08-30,Basic,11245.49,27,user10504@example.com,Yes
10519,  William Pedersen ,DK,Aarhus,19.0,2025-12-27,Standard,14669.86,30,,Yes
10223,Lucas Kristensen,Sweden,Gothenburg,24.0,2025-10-23,Standard,4686.71,28,user10223@example.com,No
10318,Amina Hassan,Sweden,Gothenburg,69.0,2024-05-18,Standard,3422.78,10,user10318@example.com,Yes
10034,Isabella Romano,Denmark,Aalborg,48.0,2024-03-29,Standard,,4,user10034@example.com,Yes
10170,Clara Andersen,Germany,Berlin,5.0,2024-09-12,Standard,12542.08,6,user10170@example.com,Yes
10616,Amina Hassan,Sweden,Stockholm,32.0,2025-11-29,Standard,11978.71,34,user10616@example.com,Yes
10535,Emily Wilson,Denmark,Copenhagen,56.0,2026-06-05,standard ,"20,237.21 DKK",9,@example.com,No
10380,Amina Hassan,Sweden,Malmö,43.0,2026-01-16,Standard,9943.47,27,user10380@example.com,Yes
10307,William Pedersen,Denmark,Aalborg,51.0,2025-09-26,Basic,9564.7,15,user10307@example.com,NO
10392,Victor Lindström,Denmark,Copenhagen,52.0,2026-04-15,Premium,8677.53,11,user10392@example.com,Yes
10080,Sara Mohamed,Norway,Oslo,38.0,2026-04-05,Standard,6303.86,24,user10080@example.com,Yes
10099,Mads Nielsen,Denmark,Aalborg,24.0,19/04/2024,Premium,9056.79,34,user10099@example.com,Yes
10115,Yasmin Ahmed,Denmark,Odense,,2024-05-25,Standard,14972.47,13,user10115@example.com,Yes
10136,Sofie Larsen,denmark,Odense,25.0,2024-08-10,Standard,8434.08,34,user10136@example.com,Yes
10554,Freja Møller,Germany,Hamburg,60.0,2024-01-20,Basic,4608.64,4,user10554@example.com,Yes
10405,Amira Khalil,Germany,Hamburg,56.0,2025-08-24,Standard,"11,248.58 DKK",21,user10405@example.com,Yes
10196,Oscar Berg,Denmark,Copenhagen,67.0,2025-10-02,Basic,15671.05,8,user10196@example.com,No
10261,Mathias Poulsen,Denmark,Odense,28.0,"May 24, 2026",Basic,11372.38,17,user10261@example.com,Yes
10599,Lucas Garcia,Germany,Hamburg,70.0,2025-10-28,Standard,11648.78,26,user10599@example.com,Yes
10105,Lucas Kristensen,Norway,Bergen,21.0,2026-05-27,Standard,14834.1,999,user10105@example.com,Yes
10238,Sofie Larsen,Norway,Oslo,66.0,2026-05-12,Standard,10916.13,26,user10238@example.com,Yes
10033,Emily Wilson,Denmark,aarhus,67.0,22/05/2026,Basic,6167.32,28,user10033@example.com,N
10083,Emil Johansson,Norway,Oslo,39.0,2024-08-11,Standard,9350.57,32,user10083@example.com,Yes
10049,Lucas Garcia,Sweden,Malmö,68.0,2025-04-29,Basic,9161.73,26,user10049@example.com,Yes
10418,Daniel Martin,Norway,Oslo,29.0,"Jun 11, 2024",Standard,4208.57,22,user10418@example.com,Yes
10381,Adam Hassan,Denmark,Aarhus,56.0,"Feb 21, 2025",Standard,,21,user10381@example.com,Yes
10548,Sara Mohamed,Denmark,Aalborg,63.0,2024-02-28,Premium,6058.85,4,user10548@example.com,Yes
10298,Lucas Garcia,Norway,Oslo,51.0,2026-03-04,Standard,5339.26,23,user10298@example.com,Yes
10411,Emil Johansson,Sweden,Stockholm,37.0,2025-05-16,Basic,5712.92,20,user10411@example.com,Yes
10488,Oliver Hansen,Denmark,Odense,27.0,2025-04-20,Standard,13480.37,1,user10488@example.com,Yes
10148,Leila Osman,Denmark,Aalborg,61.0,2026-05-14,premium,,4,USER10148@EXAMPLE.COM,Yes
10013,Daniel Brown,Sweden,Malmö,27.0,28/10/2025,Standard,6000.72,4,,No
10612,Victor Lindström,Sweden,Stockholm,32.0,2025-08-02,Standard,7827.08,19,user10612@example.com,Yes
10638,Adam Ali,Sweden,Malmö,71.0,2024-06-08,Premium,11143.52,29,user10638@example.com,No
10184,Sofie Larsen,Denmark,Copenhagen,63.0,2024-10-30,Basic,10374.47,20,user10184@example.com,No
10567,Sofie Larsen,Norway,Bergen,,2025-02-10,Premium,3906.21,8,user10567@example.com,Yes
10618,Elias Holm,Denmark,ODENSE,41.0,2025-12-30,Premium,16065.41,2,user10618@example.com,Yes
10557,Sofia Petersen,Denmark,Copenhagen,59.0,2024-04-02,Basic,4208.28,3,user10557@example.com,Yes
10478,Freja Møller,Sweden,Stockholm,62.0,2025-04-19,Standard,10754.09,10,missing-at-sign.com,Yes
10583,Lucas Kristensen,Denmark,Aalborg,58.0,2025-12-28,Standard,9403.88,20,user10583@example.com,Yes
10339,Lucas Kristensen,Denmark,Aalborg,66.0,2025-08-08,Premium,18202.98,20,user10339@example.com,Yes
10016,Mathias Poulsen,Denmark,Odense,54.0,2025-08-01,Premium,14094.15,19,user10016@example.com,Yes
10304,Anna Schmidt,Denmark,,51.0,2025-10-03,Standard,,1,user10304@example.com,Yes
10441,Oscar Berg,Norway,Oslo,39.0,2024-12-27,Standard,5405.74,2,user10441@example.com,No
10037,Noah Khan,Denmark,Aalborg,36.0,2024-04-27,Standard,8304.03,32,user10037@example.com,No
10293,DANIEL MARTIN,Germany,Hamburg,37.0,2024-03-17,standard ,13549.52,30,user10293@example.com,Yes
10162,Anna Schmidt,Germany,Berlin,,2026-06-06,Standard,36958.35,9,user10162@example.com,Yes
10604,Alexander Rasmussen,Sweden,Malmö,25.0,2024-11-12,Basic,7928.84,8,user10604@example.com,Yes
10294,Emma Jensen,Denmark,Aarhus,67.0,2025-11-27,Standard,12643.35,7,user10294@example.com,Yes
10232,Emma Jensen,Denmark,Aarhus,60.0,09/08/2024,Basic,14412.8,13,user10232@example.com,No
10143,Adam Hassan,Germany,Berlin,45.0,18/12/2025,Standard,9655.82,1,user10143@example.com,Yes
10181,Freja Møller,Germany,Berlin,34.0,2024-08-12,Premium,4421.26,19,user10181@example.com,Yes
10325,Adam Ali,Norway,Oslo,40.0,2026-05-07,Basic,4558.56,30,user10325@example.com,Yes
10275,William Pedersen,Sweden,Stockholm,38.0,2024-09-18,Basic,16390.69,17,user10275@example.com,Yes
10114,Daniel Brown,Denmark,Odense,46.0,2026-01-08,Premium,22822.21,23,user10114@example.com,Yes
10015,Amira Khalil,Denmark,Aalborg,23.0,2025-04-18,premium,12994.4,23,user10015@example.com,Yes
10210,Elias Hussein,Denmark,Copenhagen,28.0,2024-12-22,Premium,11287.23,23,user10210@example.com,Yes
10085,Daniel Martin,Denmark,Aalborg,45.0,2024-03-06,Premium,9670.82,12,user10085@example.com,Yes
10132,Lucas Kristensen,Germany,Hamburg,46.0,2025-12-09,Premium,5850.67,34, user10132@example.com ,Yes
10437,Amina Hassan,Denmark,Aalborg,61.0,2024-04-05,Basic,13146.0,1,user10437@example.com,No
10136,Sofie Larsen,denmark,Odense,25.0,2024-08-10,Standard,8434.08,34,user10136@example.com,Yes
10182,Emma Jensen,Germany,Berlin,68.0,2025-11-24,Basic,7647.82,2,user10182@example.com,Yes
10550,Freja Møller,Danmark,Aalborg,23.0,"Feb 19, 2024",PREMIUM,18064.61,31,user10550@example.com,Yes
10650,Anna Schmidt,Danmark,Copenhagen,39.0,2026-04-12,Basic,5903.97,1,user10650@example.com,Yes
10326,Omar Mohamed,Sweden,Stockholm,27.0,2025-09-09,Premium,6460.65,32,user10326@example.com,Yes
10276,Anna Schmidt,Denmark,Odense,45.0,"Jul 09, 2024",Standard,7097.77,33,user10276@example.com,No
10523,Anna Schmidt,Denmark,København,43.0,2025-04-19,Standard,11296.86,17,user10523@example.com,Yes
10643,Nora Eriksson,Denmark,Odense,66.0,2025-01-27,Standard,9933.59,18,user10643@example.com,Yes
10336,Sara Mohamed,Sweden,Gothenburg,30.0,2024-07-13,Premium,9940.36,4,user10336@example.com,No
10151,Mathias Poulsen,Norway,Bergen,31.0,2026-01-02,Basic,17335.89,25,user10151@example.com,Yes
10427,Adam Hassan,Denmark,Aalborg,24.0,2024-11-25,Basic,5518.86,5,user10427@example.com,Yes
10605,Emil Johansson,Germany,Berlin,34.0,2025-03-09,Standard,6716.82,20,user10605@example.com,Yes
10365,Sara Mohamed,Sweden,Malmö,57.0,2025-11-07,Standard,"10,059.36 DKK",23,user10365@example.com,Yes
10026,Lucas Kristensen,Denmark,Aarhus,49.0,2026-04-11,Premium,26734.44,9,user10026@example.com,No
10051,Clara Andersen,Denmark,Ålborg,65.0,2025-07-26,Basic,9802.52,30,user10051@example.com,Yes
10568,Elena Müller,Denmark,ODENSE,32.0,2025-12-23,Standard,5424.18,7,user10568@example.com,Yes
10641,Freja Møller,Sweden,Malmö,29.0,2025-05-25,Basic,9005.84,16,user10641@example.com,Yes
10172,Elias Hussein,Denmark,Aalborg,20.0,2025-12-10,Premium,17678.34,6, user10172@example.com ,Yes
10476,William Pedersen,Denmark,Odense,58.0,2026-06-10,Standard,"15,704.24 DKK",18,user10476@example.com,Yes
10609,Mads Nielsen,Sweden,Malmö,40.0,19/10/2024,Standard,18927.79,31,user10609@example.com,Yes
10065,Adam Ali,Sweden,Stockholm,29.0,2024-12-28,Standard,7136.9,2,user10065@example.com,Yes
10129,Laura Thomsen,Denmark,Copenhagen,49.0,10/02/2026,Standard,8946.91,5,user10129@example.com,Yes
10183,Mathias Poulsen,Denmark,Odense,,2024-07-05,Basic,10489.04,15,user10183@example.com,Yes
10399,Sofia Petersen,Denmark,Aarhus,41.0,2026-06-17,Premium,8830.76,21,user10399@example.com,No
10201,Sara Mohamed,Norway,Oslo,60.0,2025-03-02,Standard,18653.53,15,user10201@example.com,Yes
10202,Laura Thomsen,Germany,Hamburg,42.0,2024-02-19,Premium,"8,772.54 DKK",31,,Yes
10541,Oscar Berg,Germany,Hamburg,44.0,2024-04-10,Basic,10995.26,21,user10541@example.com,Yes
10300,Sofia Rossi,Sweden,Stockholm,28.0,2025-07-28,Standard,24886.47,15,user10300@example.com,Yes
10521,Anna Schmidt,Norway,Bergen,51.0,2025-01-16,standard ,10027.23,12,user10521@example.com,Yes
10052,Daniel Martin,Denmark,Aarhus,65.0,2024-08-27,Standard,5943.56,30,user10052@example.com,Yes
10237,Freja Møller,Denmark,Copenhagen,70.0,2024-11-02,Basic,8486.79,18,user10237@example.com,No
10028,Oliver Hansen,Denmark,Copenhagen,18.0,2024-08-09,Basic,6457.23,12,user10028@example.com,Yes
10550,Freja Møller,Danmark,Aalborg,23.0,"Feb 19, 2024",PREMIUM,18064.61,31,user10550@example.com,Yes
10578,Victor Lindström,Sweden,Gothenburg,34.0,2025-05-09, Premium,12733.43,13,user10578@example.com,Yes
10595,William Pedersen,Denmark,Aalborg,57.0,2026-04-08,Standard,14471.49,16,,Yes
10421,Oliver Hansen,Sweden,Malmö,36.0,2024-05-09,Standard,5913.16,5,user10421@example.com,No
10512,Maya Patel,Norway,Oslo,59.0,2025-03-30,Standard,9173.7,23,user10512@example.com,No
10332,Victor Lindström,Denmark,Copenhagen,54.0,2025-11-19,Premium,17400.07,3,user10332@example.com,Yes
10252,NORA ERIKSSON,Norway,Oslo,39.0,2025-07-30,Basic,7847.13,13,user10252@example.com,Yes
10284,EMILY WILSON,Denmark,Aarhus,20.0,2026-06-09,Basic,10989.65,5,user10284@example.com,Yes
10125,Laura Thomsen,Denmark,Odense,60.0,28/08/2025,Standard,8040.37,8,user10125@example.com,Yes
10435,Nora Eriksson,Denmark,Aarhus,23.0,2026-05-27,standard ,14560.99,22,user10435@example.com,Yes
10062,Clara Andersen,Denmark,Copenhagen,59.0,2024-12-27,Standard,4353.38,25,user10062@example.com,Yes
10161,Daniel Brown,Denmark,Copenhagen,25.0,2024-03-04,Standard,14047.4,15,user10161@example.com,No
10646,  Sofie Larsen ,Norway,Oslo,61.0,2026-04-16,Basic,9928.62,9,user10646@example.com,Yes
10271,Oliver Hansen,Denmark,Aalborg,33.0,13/01/2026,Standard,5395.37,5,user10271@example.com,Yes
10500,Amina Hassan,Denmark,Aarhus,,2026-03-26,Standard,18989.55,34,user10500@example.com,Yes
10308,Yasmin Ahmed,Sweden,Stockholm,69.0,2024-11-07,Basic,6640.89,23,user10308@example.com,YES
10562,Mathias Poulsen,Denmark,Aalborg,66.0,2025-02-04,Standard,12247.42,21,user10562@example.com,Yes
10111,Clara Andersen, Denmark ,Aalborg,21.0,2026-06-05,Basic,3808.49,24,user10111@example.com,Yes
10187,FREJA MØLLER,Denmark,,33.0,21/09/2024,Standard,2341.02,23,user10187@example.com,Yes
10316,Freja Møller,Denmark,aarhus,,2024-08-22,Premium,14418.98,13,user10316@example.com,Yes
10598,Nora Eriksson,Sweden,Stockholm,61.0,2024-11-19,Premium,14044.15,1,user10598@example.com,Yes
10137,Oscar Berg,Germany,Berlin,49.0,2025-11-27,Standard,7662.38,19,user10137@example.com,No
10021,Sofie Larsen,Norway,Bergen,63.0,2024-05-28,Standard,16380.36,24,user10021@example.com,Yes
10344,Yasmin Ahmed,Sweden,Gothenburg,28.0,2025-05-26,Standard,9933.91,8,user10344@example.com,Yes
10570,Elena Müller, Denmark ,Aalborg,50.0,2026-03-14,Premium,13357.44,3,user10570@example.com,Yes
10615,Emil Johansson,Denmark,Copenhagen,48.0,2025-07-22,Standard,8064.82,26,user10615@example.com,Yes
10218,Mads Nielsen, Denmark ,Aalborg,64.0,2024-08-19,Standard,10918.7,13,user10218@example.com,Yes
10160,Amina Hassan,Norway,Oslo,41.0,02/03/2025,Premium,6196.77,29,user10160@example.com,Yes
10046,Omar Mohamed,Norway,Oslo,18.0,2025-12-17,Basic,5834.72,30,,Yes
10436,Daniel Brown,DENMARK,Aalborg,69.0,2024-05-18,Standard ,8423.47,14,USER10436@EXAMPLE.COM,Yes
10308,Yasmin Ahmed,Sweden,Stockholm,69.0,2024-11-07,Basic,6640.89,23,user10308@example.com,YES
10453,Noah Khan,Sweden,Gothenburg,58.0,2024-08-12,Basic,8817.53,3,user10453@example.com,No
10038,Mathias Poulsen,Denmark,Aarhus,58.0,2024-06-29,Standard,7039.58,7,user10038@example.com,Yes
10407,Omar Mohamed,DK,Copenhagen,50.0,2025-04-08,Standard,12689.18,2,user10407@example.com,Yes
10466,Adam Hassan,Sweden,Stockholm,47.0,not available,Premium,13133.49,1,user10466@example.com,No
10559,Amina Hassan,Sweden,Stockholm,,2025-04-12,Standard,10546.1,29,user10559@example.com,Yes
10098,Maya Patel,Denmark,ODENSE,40.0,2024-04-25,Standard,8254.99,5,user10098@example.com,No
10579,Lucas Garcia,Norway,Oslo,29.0,2025-09-05,Basic,19340.45,3,user10579@example.com,Yes
10507,Emma Jensen,Denmark,Aalborg,64.0,2025-07-27,premium,21504.47,12,user.example.com,No
10101,NORA ERIKSSON,Germany,Hamburg,65.0,2024-05-23,Basic,14144.8,25,user10101@example.com,Yes
10003,Elias Hussein,Norway,Oslo,60.0,2024-05-20,Basic,7870.16,3,user10003@example.com,Yes
10552,Laura Thomsen,Denmark,Aarhus,30.0,2025-06-07,Standard,4784.71,6,user10552@example.com,Yes
10079,Amina Hassan,Denmark,Odense,,2024-12-19,Standard,11067.44,5,user10079@example.com,Yes
10367,Elena Müller,Norway,Oslo,30.0,2024-02-16,Premium,8614.94,33,,Yes
10100,Mathias Poulsen,Germany,Berlin,24.0,03/12/2025,Standard,19685.15,18,user10100@example.com,No
10324,Emma Jensen,Denmark,Copenhagen,47.0,2024-10-24,Basic,6856.68,19,user10324@example.com,No
10259,omar mohamed,Denmark,Aarhus,57.0,2024-02-22,Premium,7926.89,7,user10259@example.com,Yes
10113,Laura Thomsen,Denmark,Aarhus,68.0,2024-02-11,Standard,6976.97,33,user10113@example.com,Yes
10050,Yasmin Ahmed,Denmark,Copenhagen,35.0,2025-12-23,Standard,7437.89,4,user10050@example.com,YES
10637,Sofia Petersen,Sweden,Stockholm,37.0,"Mar 15, 2024",Standard,1643.91,34,user10637@example.com,No
10402,Lucas Kristensen,Germany,Berlin,54.0,05/03/2024,Basic,,14,,Yes
10581,Daniel Martin,Denmark,Ålborg,30.0,2026-03-18,Standard,4683.78,9,user10581@example.com,Yes
10631,Oliver Hansen,Germany,Hamburg,63.0,17/02/2026,Premium,4208.76,16,user10631@example.com,Yes
10221,Nora Eriksson,Denmark,Aarhus,47.0,2024-07-19,Standard,9793.04,8,user10221@example.com,No
10447,Omar Mohamed,Germany,Berlin,57.0,04/10/2024,Standard,12446.87,3,user.example.com,Yes
10188,Emma Jensen,Denmark,Aarhus,21.0,2025-08-15,Basic,24620.41,9, user10188@example.com ,Yes
10458,Lina Osman,Denmark,Odense,25.0,2025-11-11,Standard,7642.53,19,user10458@example.com,Yes
10429,Oscar Berg,Denmark,Aalborg,30.0,2025-04-29,Premium,13725.55,3,user10429@example.com,Yes
10096,Yasmin Ahmed,Sweden,Gothenburg,37.0,2025-11-14,Premium,4748.74,33,user10096@example.com,Yes
10206,Alexander Rasmussen,Denmark,Copenhagen,70.0,2026-02-17,Basic,14869.05,33,user10206@example.com,Yes
10582,Laura Thomsen,Denmark,Aalborg,28.0,2024-07-01,Standard,6587.77,4,user10582@example.com,No
10342,Clara Andersen,Germany,Hamburg,68.0,22/09/2024,Standard,3213.66,7,missing-at-sign.com,No
10576,Sofie Larsen,Denmark,Copenhagen,48.0,2026-03-24,Premium,8045.81,24,user10576@example.com,Yes
10338,Lina Osman,Sweden,Gothenburg,56.0,2025-09-12,Basic,,27,user10338@example.com,Yes
10538,Anna Schmidt,Denmark,Aarhus,43.0,2024-01-20,Basic,10059.46,25,user10538@example.com,No
10306,Victor Lindström,Denmark,Odense,64.0,2025-02-06,Standard,6123.51,14, user10306@example.com ,Yes
10366,daniel martin,Denmark,Aarhus,50.0,2025-02-06,Standard,6473.8,4,user10366@example.com,Yes
10118,Oscar Berg,Sweden,Gothenburg,55.0,2024-09-16,Basic,,15,user10118@example.com,Yes
10494,Mathias Poulsen,Denmark,aarhus,31.0,2025-01-30,Standard,6839.77,16,user10494@example.com,Yes
10281,Mathias Poulsen,Denmark,odense,20.0,2024-12-08,Standard,7713.47,16,user10281@example.com,Yes
10247,Elias Hussein,Sweden,Malmö,64.0,2024-04-02,Premium,12302.95,23,user10247@example.com,Yes
10126,Isabella Romano,Denmark,Copenhagen,51.0,"Mar 30, 2025",Standard,9695.66,3,user10126@example.com,Yes
10076,Leila Osman,Denmark,Copenhagen,50.0,2025-12-05,Standard,5667.89,11,user10076@example.com,Yes
10469,Clara Andersen,Denmark,Copenhagen,26.0,2025-09-05,Premium,4010.31,2,user10469@example.com,Yes
10230,Amira Khalil,Denmark,Copenhagen,24.0,2025-12-02,Basic,28522.06,29,user10230@example.com,Yes
10451,Adam Hassan,Denmark,Aarhus,63.0,2024-05-17,Standard,4821.84,27,user10451@example.com,Yes
10213,Lucas Garcia,denmark,Copenhagen,28.0,2026-02-19,Standard,10419.29,23,user10213@example.com,Yes
10145,William Pedersen,Denmark,Aarhus,28.0,2024-10-30,Basic,30283.17,9,user10145@example.com,Yes
10545,Lucas Garcia,Denmark,Copenhagen,59.0,2026-03-13,Basic,7256.06,34,user10545@example.com,Yes
10266,Maya Lindberg,Denmark,Copenhagen,19.0,2026-05-25,Premium,11421.31,29,user10266@example.com,Yes
10369,Sara Mohamed, Denmark ,Aalborg,56.0,not available,Standard,"5,314.83 DKK",2,,Yes
10202,Laura Thomsen,Germany,Hamburg,42.0,2024-02-19,Premium,"8,772.54 DKK",31,,Yes
10287,Isabella Romano,Denmark,Aarhus,68.0,28/01/2024,Premium,15038.99,23,user10287@example.com,Yes
10588,Emily Wilson,Denmark,Copenhagen,39.0,23/06/2025,Standard,13811.36,24, user10588@example.com ,Yes
10063,Sofia Petersen,Denmark,Aarhus,26.0,2026-04-16,Premium,10916.87,4,user10063@example.com,Yes
10092,Sara Mohamed,Sweden,Gothenburg,50.0,2024-10-02,Basic,11260.29,15,user10092@example.com,Yes
10648,Amira Khalil,Denmark,Odense,22.0,2024-01-17,Standard,15561.59,30,user10648@example.com,Yes
10467,Amina Hassan,Sweden,Stockholm,62.0,2024-11-10,Standard,19441.12,14,user10467@example.com,Yes
10104,Anna Schmidt,Germany,Berlin,63.0,2025-10-17,Basic,7947.88,3,user10104@example.com,Yes
10152,  Mads Nielsen ,Germany,Berlin,22.0,2026-04-06,Premium,14711.42,12,user10152@example.com,Yes
10296,Freja Møller,Germany,Berlin,,2025-07-21,Premium,7078.42,14,user10296@example.com,Yes
