,Customer_ID,Customer_Name,Country,City,Age,Signup_Date,Customer_Segment,Annual_Spend_DKK,Orders,Email,Active
255,10464,Lina Osman,Denmark,,24,2024-07-20,Standard,10822.32,20,user10464@example.com,Yes
256,10352,Emma Jensen,Denmark,Aarhus,45,2025-03-07,Basic,6339.91,24,user10352@example.com,N
257,10361,Lina Osman,Germany,Hamburg,67,2025-05-18,Standard,8561.69,17,user10361@example.com,Yes
258,10354,Yasmin Ahmed,Denmark,Aalborg,41,2025-07-15,Standard,12181.33,31,user10354@example.com,No
259,10438,Oliver Hansen,Denmark,Aalborg,26,2026-04-26,Premium,4009.19,18,user10438@example.com,Yes
260,10072,Emil Johansson,Denmark,Odense,64,2024-05-25,Premium,6993.26,4,user10072@example.com,Yes
261,10313,Maya Patel,Denmark,,43,2025-01-13,Standard,12202.28,32,user10313@example.com,No
262,10455,Noah Khan,Denmark,Copenhagen,,2026-04-30,Basic,10613.52,34,user10455@example.com,Yes
263,10334,Victor Lindström,Norway,Bergen,41,2024-03-10,Standard,12082.41,7,user10334@example.com,Yes
264,10417,Noah Khan,Denmark,Copenhagen,46,2025-06-14,Standard,8958.45,27,user10417@example.com,Yes
265,10400,Leila Osman,Denmark,Odense,53,2025-10-25,Premium,13111.63,31,user10400@example.com,Yes
266,10328,Yasmin Ahmed,Denmark,Aarhus,35,2026-09-02,Premium,17052.27,19,user10328@example.com,Yes
267,10553,Maya Lindberg,Denmark,Aalborg,28,2025-12-25,Basic,19227.89,31,user10553@example.com,Yes
268,10030,Emil Johansson,Sweden,Gothenburg,20,2025-10-18,Premium,16900.35,23, user10030@example.com ,No
269,10093,Omar Mohamed,Denmark,Odense,67,2024-03-30,Standard,8404.57,3,user10093@example.com,Yes
270,10358,Nora Eriksson,Norway,Oslo,44,2025-09-16,Standard,16366.68,23,user10358@example.com,Yes
272,10192,Elias Holm,Denmark,Aalborg,26,2024-01-23,Standard,7184.5,3,,Yes
273,10091,Anna Schmidt,Denmark,Copenhagen,,2025-05-02,Standard,18851.97,7,user10091@example.com,Yes
274,10067,Anna Schmidt,Denmark,Copenhagen,30,2025-07-22,Standard,13094.01,7,user10067@example.com,no
275,10220,Maya Lindberg,Denmark,Aalborg,56,2026-02-18,Standard,7330.67,22,user10220@example.com,Yes
276,10172,Elias Hussein,Denmark,Aalborg,20,2025-10-12,Premium,17678.34,6, user10172@example.com ,Yes
277,10217,Elias Holm,Denmark,Copenhagen,54,2025-04-29,Basic,10102.71,7,user10217@example.com,Yes
278,10024,Victor Lindström,Germany,Hamburg,67,2024-12-29,Standard,19835.23,17,user10024@example.com,Yes
279,10602,Sara Mohamed,Norway,Oslo,67,2024-02-11,Standard,8055.31,6,user10602@example.com,Yes
280,10591,Lucas Kristensen,Germany,Hamburg,18,,Standard,10704.95,7,user10591@example.com,Yes
281,10234,Lucas Kristensen,Sweden,Stockholm,47,2024-07-26,Premium,7981.12,28,user10234@example.com,Yes
282,10385,Sofia Petersen,Denmark,Odense,56,2026-05-14,Premium,14522.8,11,,Yes
283,10150,Sofie Larsen,Denmark,Aarhus,70,2025-11-10,Standard,10676.26,16,user10150@example.com,Yes
284,10424,Lucas Garcia,Denmark,Copenhagen,28,2024-01-01,Standard,,18,user10424@example.com,NO
285,10163,Mads Nielsen,Denmark,Aalborg,37,2024-07-18,Premium,4893.04,11,user10163@example.com,Yes
286,10413,Victor Lindström,Denmark,Aalborg,20,2026-05-21,Standard,11466.02,18,user10413@example.com,Yes
287,10513,Maya Patel,Denmark,Copenhagen,21,2025-02-06,Basic,13708.72,24,user10513@example.com,Yes
288,10153,Clara Andersen,Denmark,Aarhus,49,2024-05-21,Basic,5620.28,5,user10153@example.com,Yes
289,10303,Leo Wagner,Denmark,Aarhus,64,2026-04-24,Standard,12395.1,4,user10303@example.com,Yes
290,10127,  Maya Patel ,Denmark,Copenhagen,25,2025-03-30,Basic,7739.83,15,user10127@example.com,Yes
291,10027,Elias Hussein,Denmark,Aalborg,70,2024-05-03,Standard,14583.57,16,user10027@example.com,Yes
292,10539,Ida Sørensen,Denmark,Odense,43,2026-05-28,Premium,,34,user10539@example.com,Yes
293,10528,Omar Mohamed,Germany,Hamburg,67,2026-04-02,Premium,11395.17,4,user10528@example.com,Yes
294,10095,Ida Sørensen,Denmark,Copenhagen,68,2025-04-28,Basic,4870.02,22,user10095@example.com,Yes
295,10556,Nora Eriksson,Denmark,Aarhus,63,2026-02-02,Premium,7172.02,7,user10556@example.com,Yes
296,10267,Leila Osman,Denmark,Copenhagen,35,2024-01-06,Premium,14978.01,7,,Yes
297,10144,Oscar Berg,Denmark,Aarhus,69,2024-06-18,Premium,24427.82,9,user10144@example.com,Yes
298,10425,Sara Mohamed,Sweden,Gothenburg,38,2025-04-08,Standard,10141.59,12,,Yes
299,10584,Leo Wagner,Denmark,Aarhus,21,2025-08-16,Premium,4993.88,20,user10584@example.com,Yes
300,10108,Nora Eriksson,Denmark,Odense,34,2026-02-28,Standard,5091.27,2,user10108@example.com,Yes
301,10122,Omar Mohamed,Sweden,,54,2024-02-08,Standard,17108.16,8,user10122@example.com,Yes
302,10193,Mads Nielsen,Denmark,Aalborg,56,2025-02-13,Basic,15877.22,12,user10193@example.com,Yes
303,10580,Sofie Larsen,Denmark,Odense,27,2024-05-15,Standard,9814.48,16,user10580@example.com,Yes
304,10087,Adam Ali,Sweden,Stockholm,31,2025-04-15,Basic,5286.46,15,user10087@example.com,No
305,10086,Alexander Rasmussen,Denmark,Aalborg,44,2024-07-23,Basic,14539.82,4,user10086@example.com,Yes
306,10058,William Pedersen,Denmark,Aarhus,32,2024-01-05,Premium,7434.73,33,user10058@example.com,Yes
307,10462,Emily Wilson,Denmark,,34,2026-06-17,Basic,11586.58,17,user10462@example.com,Yes
308,10107,Emil Johansson,Denmark,Odense,56,2024-02-21,Basic,10889.4,31,user10107@example.com,No
309,10244,Adam Ali,Denmark,Aarhus,44,2025-10-31,Premium,4570.39,17,user10244@example.com,No
310,10415,Noah Khan,Denmark,Aalborg,44,2025-06-04,Standard,10428.39,22,user10415@example.com,Yes
311,10246,Yasmin Ahmed,Norway,Bergen,42,2025-04-23,Basic,13648.09,9,user10246@example.com,Yes
312,10474,Daniel Martin,Denmark,Aalborg,60,2026-06-13,Premium,7817.18,8,user10474@example.com,Yes
313,10457,Emil Johansson,Germany,Hamburg,61,2024-05-20,Standard,8169.27,17,user10457@example.com,Yes
314,10490,Elena Müller,Denmark,Aarhus,43,2026-01-19,Basic,7264.38,14,user10490@example.com,Yes
315,10055,IDA SØRENSEN,Sweden,Gothenburg,63,2024-04-16,Premium,29180.3,4,user10055@example.com,No
316,10504,Laura Thomsen,Denmark,Copenhagen,41,2024-08-30,Basic,11245.49,27,user10504@example.com,Yes
317,10519,  William Pedersen ,Denmark,Aarhus,19,2025-12-27,Standard,14669.86,30,,Yes
318,10223,Lucas Kristensen,Sweden,Gothenburg,24,2025-10-23,Standard,4686.71,28,user10223@example.com,No
319,10318,Amina Hassan,Sweden,Gothenburg,69,2024-05-18,Standard,3422.78,10,user10318@example.com,Yes
320,10034,Isabella Romano,Denmark,Aalborg,48,2024-03-29,Standard,,4,user10034@example.com,Yes
321,10170,Clara Andersen,Germany,Berlin,5,2024-12-09,Standard,12542.08,6,user10170@example.com,Yes
322,10616,Amina Hassan,Sweden,Stockholm,32,2025-11-29,Standard,11978.71,34,user10616@example.com,Yes
323,10535,Emily Wilson,Denmark,Copenhagen,56,2026-05-06,Standard,20237.21,9,,No
324,10380,Amina Hassan,Sweden,Malmö,43,2026-01-16,Standard,9943.47,27,user10380@example.com,Yes
325,10307,William Pedersen,Denmark,Aalborg,51,2025-09-26,Basic,9564.7,15,user10307@example.com,NO
326,10392,Victor Lindström,Denmark,Copenhagen,52,2026-04-15,Premium,8677.53,11,user10392@example.com,Yes
327,10080,Sara Mohamed,Norway,Oslo,38,2026-05-04,Standard,6303.86,24,user10080@example.com,Yes
328,10099,Mads Nielsen,Denmark,Aalborg,24,2024-04-19,Premium,9056.79,34,user10099@example.com,Yes
329,10115,Yasmin Ahmed,Denmark,Odense,,2024-05-25,Standard,14972.47,13,user10115@example.com,Yes
330,10136,Sofie Larsen,Denmark,Odense,25,2024-10-08,Standard,8434.08,34,user10136@example.com,Yes
331,10554,Freja Møller,Germany,Hamburg,60,2024-01-20,Basic,4608.64,4,user10554@example.com,Yes
332,10405,Amira Khalil,Germany,Hamburg,56,2025-08-24,Standard,11248.58,21,user10405@example.com,Yes
333,10196,Oscar Berg,Denmark,Copenhagen,67,2025-02-10,Basic,15671.05,8,user10196@example.com,No
334,10261,Mathias Poulsen,Denmark,Odense,28,2026-05-24,Basic,11372.38,17,user10261@example.com,Yes
335,10599,Lucas Garcia,Germany,Hamburg,70,2025-10-28,Standard,11648.78,26,user10599@example.com,Yes
336,10105,Lucas Kristensen,Norway,Bergen,21,2026-05-27,Standard,14834.1,999,user10105@example.com,Yes
337,10238,Sofie Larsen,Norway,Oslo,66,2026-12-05,Standard,10916.13,26,user10238@example.com,Yes
338,10033,Emily Wilson,Denmark,Aarhus,67,2026-05-22,Basic,6167.32,28,user10033@example.com,N
339,10083,Emil Johansson,Norway,Oslo,39,2024-11-08,Standard,9350.57,32,user10083@example.com,Yes
340,10049,Lucas Garcia,Sweden,Malmö,68,2025-04-29,Basic,9161.73,26,user10049@example.com,Yes
341,10418,Daniel Martin,Norway,Oslo,29,2024-06-11,Standard,4208.57,22,user10418@example.com,Yes
342,10381,Adam Hassan,Denmark,Aarhus,56,2025-02-21,Standard,,21,user10381@example.com,Yes
343,10548,Sara Mohamed,Denmark,Aalborg,63,2024-02-28,Premium,6058.85,4,user10548@example.com,Yes
344,10298,Lucas Garcia,Norway,Oslo,51,2026-04-03,Standard,5339.26,23,user10298@example.com,Yes
345,10411,Emil Johansson,Sweden,Stockholm,37,2025-05-16,Basic,5712.92,20,user10411@example.com,Yes
346,10488,Oliver Hansen,Denmark,Odense,27,2025-04-20,Standard,13480.37,1,user10488@example.com,Yes
347,10148,Leila Osman,Denmark,Aalborg,61,2026-05-14,Premium,,4,user10148@example.com,Yes
348,10013,Daniel Brown,Sweden,Malmö,27,2025-10-28,Standard,6000.72,4,,No
349,10612,Victor Lindström,Sweden,Stockholm,32,2025-02-08,Standard,7827.08,19,user10612@example.com,Yes
350,10638,Adam Ali,Sweden,Malmö,71,2024-08-06,Premium,11143.52,29,user10638@example.com,No
351,10184,Sofie Larsen,Denmark,Copenhagen,63,2024-10-30,Basic,10374.47,20,user10184@example.com,No
352,10567,Sofie Larsen,Norway,Bergen,,2025-10-02,Premium,3906.21,8,user10567@example.com,Yes
353,10618,Elias Holm,Denmark,Odense,41,2025-12-30,Premium,16065.41,2,user10618@example.com,Yes
354,10557,Sofia Petersen,Denmark,Copenhagen,59,2024-02-04,Basic,4208.28,3,user10557@example.com,Yes
355,10478,Freja Møller,Sweden,Stockholm,62,2025-04-19,Standard,10754.09,10,,Yes
356,10583,Lucas Kristensen,Denmark,Aalborg,58,2025-12-28,Standard,9403.88,20,user10583@example.com,Yes
357,10339,Lucas Kristensen,Denmark,Aalborg,66,2025-08-08,Premium,18202.98,20,user10339@example.com,Yes
358,10016,Mathias Poulsen,Denmark,Odense,54,2025-01-08,Premium,14094.15,19,user10016@example.com,Yes
359,10304,Anna Schmidt,Denmark,,51,2025-03-10,Standard,,1,user10304@example.com,Yes
360,10441,Oscar Berg,Norway,Oslo,39,2024-12-27,Standard,5405.74,2,user10441@example.com,No
361,10037,Noah Khan,Denmark,Aalborg,36,2024-04-27,Standard,8304.03,32,user10037@example.com,No
362,10293,DANIEL MARTIN,Germany,Hamburg,37,2024-03-17,Standard,13549.52,30,user10293@example.com,Yes
363,10162,Anna Schmidt,Germany,Berlin,,2026-06-06,Standard,36958.35,9,user10162@example.com,Yes
364,10604,Alexander Rasmussen,Sweden,Malmö,25,2024-12-11,Basic,7928.84,8,user10604@example.com,Yes
365,10294,Emma Jensen,Denmark,Aarhus,67,2025-11-27,Standard,12643.35,7,user10294@example.com,Yes
366,10232,Emma Jensen,Denmark,Aarhus,60,2024-08-09,Basic,14412.8,13,user10232@example.com,No
367,10143,Adam Hassan,Germany,Berlin,45,2025-12-18,Standard,9655.82,1,user10143@example.com,Yes
368,10181,Freja Møller,Germany,Berlin,34,2024-12-08,Premium,4421.26,19,user10181@example.com,Yes
369,10325,Adam Ali,Norway,Oslo,40,2026-07-05,Basic,4558.56,30,user10325@example.com,Yes
370,10275,William Pedersen,Sweden,Stockholm,38,2024-09-18,Basic,16390.69,17,user10275@example.com,Yes
371,10114,Daniel Brown,Denmark,Odense,46,2026-08-01,Premium,22822.21,23,user10114@example.com,Yes
372,10015,Amira Khalil,Denmark,Aalborg,23,2025-04-18,Premium,12994.4,23,user10015@example.com,Yes
373,10210,Elias Hussein,Denmark,Copenhagen,28,2024-12-22,Premium,11287.23,23,user10210@example.com,Yes
374,10085,Daniel Martin,Denmark,Aalborg,45,2024-06-03,Premium,9670.82,12,user10085@example.com,Yes
375,10132,Lucas Kristensen,Germany,Hamburg,46,2025-09-12,Premium,5850.67,34, user10132@example.com ,Yes
376,10437,Amina Hassan,Denmark,Aalborg,61,2024-05-04,Basic,13146.0,1,user10437@example.com,No
378,10182,Emma Jensen,Germany,Berlin,68,2025-11-24,Basic,7647.82,2,user10182@example.com,Yes
379,10550,Freja Møller,Denmark,Aalborg,23,2024-02-19,Premium,18064.61,31,user10550@example.com,Yes
380,10650,Anna Schmidt,Denmark,Copenhagen,39,2026-12-04,Basic,5903.97,1,user10650@example.com,Yes
381,10326,Omar Mohamed,Sweden,Stockholm,27,2025-09-09,Premium,6460.65,32,user10326@example.com,Yes
382,10276,Anna Schmidt,Denmark,Odense,45,2024-07-09,Standard,7097.77,33,user10276@example.com,No
383,10523,Anna Schmidt,Denmark,Copenhagen,43,2025-04-19,Standard,11296.86,17,user10523@example.com,Yes
385,10336,Sara Mohamed,Sweden,Gothenburg,30,2024-07-13,Premium,9940.36,4,user10336@example.com,No
386,10151,Mathias Poulsen,Norway,Bergen,31,2026-02-01,Basic,17335.89,25,user10151@example.com,Yes
387,10427,Adam Hassan,Denmark,Aalborg,24,2024-11-25,Basic,5518.86,5,user10427@example.com,Yes
388,10605,Emil Johansson,Germany,Berlin,34,2025-09-03,Standard,6716.82,20,user10605@example.com,Yes
389,10365,Sara Mohamed,Sweden,Malmö,57,2025-07-11,Standard,10059.36,23,user10365@example.com,Yes
390,10026,Lucas Kristensen,Denmark,Aarhus,49,2026-11-04,Premium,26734.44,9,user10026@example.com,No
391,10051,Clara Andersen,Denmark,Aalborg,65,2025-07-26,Basic,9802.52,30,user10051@example.com,Yes
392,10568,Elena Müller,Denmark,Odense,32,2025-12-23,Standard,5424.18,7,user10568@example.com,Yes
393,10641,Freja Møller,Sweden,Malmö,29,2025-05-25,Basic,9005.84,16,user10641@example.com,Yes
395,10476,William Pedersen,Denmark,Odense,58,2026-10-06,Standard,15704.24,18,user10476@example.com,Yes
396,10609,Mads Nielsen,Sweden,Malmö,40,2024-10-19,Standard,18927.79,31,user10609@example.com,Yes
397,10065,Adam Ali,Sweden,Stockholm,29,2024-12-28,Standard,7136.9,2,user10065@example.com,Yes
398,10129,Laura Thomsen,Denmark,Copenhagen,49,2026-02-10,Standard,8946.91,5,user10129@example.com,Yes
399,10183,Mathias Poulsen,Denmark,Odense,,2024-05-07,Basic,10489.04,15,user10183@example.com,Yes
400,10399,Sofia Petersen,Denmark,Aarhus,41,2026-06-17,Premium,8830.76,21,user10399@example.com,No
401,10201,Sara Mohamed,Norway,Oslo,60,2025-02-03,Standard,18653.53,15,user10201@example.com,Yes
402,10202,Laura Thomsen,Germany,Hamburg,42,2024-02-19,Premium,8772.54,31,,Yes
403,10541,Oscar Berg,Germany,Hamburg,44,2024-10-04,Basic,10995.26,21,user10541@example.com,Yes
404,10300,Sofia Rossi,Sweden,Stockholm,28,2025-07-28,Standard,24886.47,15,user10300@example.com,Yes
405,10521,Anna Schmidt,Norway,Bergen,51,2025-01-16,Standard,10027.23,12,user10521@example.com,Yes
406,10052,Daniel Martin,Denmark,Aarhus,65,2024-08-27,Standard,5943.56,30,user10052@example.com,Yes
407,10237,Freja Møller,Denmark,Copenhagen,70,2024-02-11,Basic,8486.79,18,user10237@example.com,No
408,10028,Oliver Hansen,Denmark,Copenhagen,18,2024-09-08,Basic,6457.23,12,user10028@example.com,Yes
410,10578,Victor Lindström,Sweden,Gothenburg,34,2025-09-05,Premium,12733.43,13,user10578@example.com,Yes
411,10595,William Pedersen,Denmark,Aalborg,57,2026-08-04,Standard,14471.49,16,,Yes
412,10421,Oliver Hansen,Sweden,Malmö,36,2024-09-05,Standard,5913.16,5,user10421@example.com,No
413,10512,Maya Patel,Norway,Oslo,59,2025-03-30,Standard,9173.7,23,user10512@example.com,No
414,10332,Victor Lindström,Denmark,Copenhagen,54,2025-11-19,Premium,17400.07,3,user10332@example.com,Yes
415,10252,NORA ERIKSSON,Norway,Oslo,39,2025-07-30,Basic,7847.13,13,user10252@example.com,Yes
416,10284,EMILY WILSON,Denmark,Aarhus,20,2026-09-06,Basic,10989.65,5,user10284@example.com,Yes
417,10125,Laura Thomsen,Denmark,Odense,60,2025-08-28,Standard,8040.37,8,user10125@example.com,Yes
418,10435,Nora Eriksson,Denmark,Aarhus,23,2026-05-27,Standard,14560.99,22,user10435@example.com,Yes
419,10062,Clara Andersen,Denmark,Copenhagen,59,2024-12-27,Standard,4353.38,25,user10062@example.com,Yes
420,10161,Daniel Brown,Denmark,Copenhagen,25,2024-04-03,Standard,14047.4,15,user10161@example.com,No
421,10646,  Sofie Larsen ,Norway,Oslo,61,2026-04-16,Basic,9928.62,9,user10646@example.com,Yes
422,10271,Oliver Hansen,Denmark,Aalborg,33,2026-01-13,Standard,5395.37,5,user10271@example.com,Yes
423,10500,Amina Hassan,Denmark,Aarhus,,2026-03-26,Standard,18989.55,34,user10500@example.com,Yes
424,10308,Yasmin Ahmed,Sweden,Stockholm,69,2024-07-11,Basic,6640.89,23,user10308@example.com,YES
425,10562,Mathias Poulsen,Denmark,Aalborg,66,2025-04-02,Standard,12247.42,21,user10562@example.com,Yes
426,10111,Clara Andersen,Denmark,Aalborg,21,2026-05-06,Basic,3808.49,24,user10111@example.com,Yes
427,10187,FREJA MØLLER,Denmark,,33,2024-09-21,Standard,2341.02,23,user10187@example.com,Yes
428,10316,Freja Møller,Denmark,Aarhus,,2024-08-22,Premium,14418.98,13,user10316@example.com,Yes
429,10598,Nora Eriksson,Sweden,Stockholm,61,2024-11-19,Premium,14044.15,1,user10598@example.com,Yes
430,10137,Oscar Berg,Germany,Berlin,49,2025-11-27,Standard,7662.38,19,user10137@example.com,No
431,10021,Sofie Larsen,Norway,Bergen,63,2024-05-28,Standard,16380.36,24,user10021@example.com,Yes
432,10344,Yasmin Ahmed,Sweden,Gothenburg,28,2025-05-26,Standard,9933.91,8,user10344@example.com,Yes
433,10570,Elena Müller,Denmark,Aalborg,50,2026-03-14,Premium,13357.44,3,user10570@example.com,Yes
434,10615,Emil Johansson,Denmark,Copenhagen,48,2025-07-22,Standard,8064.82,26,user10615@example.com,Yes
435,10218,Mads Nielsen,Denmark,Aalborg,64,2024-08-19,Standard,10918.7,13,user10218@example.com,Yes
436,10160,Amina Hassan,Norway,Oslo,41,2025-03-02,Premium,6196.77,29,user10160@example.com,Yes
437,10046,Omar Mohamed,Norway,Oslo,18,2025-12-17,Basic,5834.72,30,,Yes
438,10436,Daniel Brown,Denmark,Aalborg,69,2024-05-18,Standard,8423.47,14,user10436@example.com,Yes
440,10453,Noah Khan,Sweden,Gothenburg,58,2024-12-08,Basic,8817.53,3,user10453@example.com,No
441,10038,Mathias Poulsen,Denmark,Aarhus,58,2024-06-29,Standard,7039.58,7,user10038@example.com,Yes
442,10407,Omar Mohamed,Denmark,Copenhagen,50,2025-08-04,Standard,12689.18,2,user10407@example.com,Yes
443,10466,Adam Hassan,Sweden,Stockholm,47,,Premium,13133.49,1,user10466@example.com,No
444,10559,Amina Hassan,Sweden,Stockholm,,2025-12-04,Standard,10546.1,29,user10559@example.com,Yes
445,10098,Maya Patel,Denmark,Odense,40,2024-04-25,Standard,8254.99,5,user10098@example.com,No
446,10579,Lucas Garcia,Norway,Oslo,29,2025-05-09,Basic,19340.45,3,user10579@example.com,Yes
447,10507,Emma Jensen,Denmark,Aalborg,64,2025-07-27,Premium,21504.47,12,,No
448,10101,NORA ERIKSSON,Germany,Hamburg,65,2024-05-23,Basic,14144.8,25,user10101@example.com,Yes
450,10552,Laura Thomsen,Denmark,Aarhus,30,2025-07-06,Standard,4784.71,6,user10552@example.com,Yes
451,10079,Amina Hassan,Denmark,Odense,,2024-12-19,Standard,11067.44,5,user10079@example.com,Yes
452,10367,Elena Müller,Norway,Oslo,30,2024-02-16,Premium,8614.94,33,,Yes
453,10100,Mathias Poulsen,Germany,Berlin,24,2025-12-03,Standard,19685.15,18,user10100@example.com,No
454,10324,Emma Jensen,Denmark,Copenhagen,47,2024-10-24,Basic,6856.68,19,user10324@example.com,No
455,10259,omar mohamed,Denmark,Aarhus,57,2024-02-22,Premium,7926.89,7,user10259@example.com,Yes
456,10113,Laura Thomsen,Denmark,Aarhus,68,2024-11-02,Standard,6976.97,33,user10113@example.com,Yes
457,10050,Yasmin Ahmed,Denmark,Copenhagen,35,2025-12-23,Standard,7437.89,4,user10050@example.com,YES
458,10637,Sofia Petersen,Sweden,Stockholm,37,2024-03-15,Standard,1643.91,34,user10637@example.com,No
459,10402,Lucas Kristensen,Germany,Berlin,54,2024-03-05,Basic,,14,,Yes
460,10581,Daniel Martin,Denmark,Aalborg,30,2026-03-18,Standard,4683.78,9,user10581@example.com,Yes
461,10631,Oliver Hansen,Germany,Hamburg,63,2026-02-17,Premium,4208.76,16,user10631@example.com,Yes
462,10221,Nora Eriksson,Denmark,Aarhus,47,2024-07-19,Standard,9793.04,8,user10221@example.com,No
463,10447,Omar Mohamed,Germany,Berlin,57,2024-10-04,Standard,12446.87,3,,Yes
464,10188,Emma Jensen,Denmark,Aarhus,21,2025-08-15,Basic,24620.41,9, user10188@example.com ,Yes
465,10458,Lina Osman,Denmark,Odense,25,2025-11-11,Standard,7642.53,19,user10458@example.com,Yes
466,10429,Oscar Berg,Denmark,Aalborg,30,2025-04-29,Premium,13725.55,3,user10429@example.com,Yes
468,10206,Alexander Rasmussen,Denmark,Copenhagen,70,2026-02-17,Basic,14869.05,33,user10206@example.com,Yes
469,10582,Laura Thomsen,Denmark,Aalborg,28,2024-01-07,Standard,6587.77,4,user10582@example.com,No
470,10342,Clara Andersen,Germany,Hamburg,68,2024-09-22,Standard,3213.66,7,,No
471,10576,Sofie Larsen,Denmark,Copenhagen,48,2026-03-24,Premium,8045.81,24,user10576@example.com,Yes
472,10338,Lina Osman,Sweden,Gothenburg,56,2025-12-09,Basic,,27,user10338@example.com,Yes
473,10538,Anna Schmidt,Denmark,Aarhus,43,2024-01-20,Basic,10059.46,25,user10538@example.com,No
474,10306,Victor Lindström,Denmark,Odense,64,2025-06-02,Standard,6123.51,14, user10306@example.com ,Yes
475,10366,daniel martin,Denmark,Aarhus,50,2025-06-02,Standard,6473.8,4,user10366@example.com,Yes
476,10118,Oscar Berg,Sweden,Gothenburg,55,2024-09-16,Basic,,15,user10118@example.com,Yes
477,10494,Mathias Poulsen,Denmark,Aarhus,31,2025-01-30,Standard,6839.77,16,user10494@example.com,Yes
478,10281,Mathias Poulsen,Denmark,Odense,20,2024-08-12,Standard,7713.47,16,user10281@example.com,Yes
479,10247,Elias Hussein,Sweden,Malmö,64,2024-02-04,Premium,12302.95,23,user10247@example.com,Yes
480,10126,Isabella Romano,Denmark,Copenhagen,51,2025-03-30,Standard,9695.66,3,user10126@example.com,Yes
481,10076,Leila Osman,Denmark,Copenhagen,50,2025-05-12,Standard,5667.89,11,user10076@example.com,Yes
482,10469,Clara Andersen,Denmark,Copenhagen,26,2025-05-09,Premium,4010.31,2,user10469@example.com,Yes
483,10230,Amira Khalil,Denmark,Copenhagen,24,2025-02-12,Basic,28522.06,29,user10230@example.com,Yes
484,10451,Adam Hassan,Denmark,Aarhus,63,2024-05-17,Standard,4821.84,27,user10451@example.com,Yes
485,10213,Lucas Garcia,Denmark,Copenhagen,28,2026-02-19,Standard,10419.29,23,user10213@example.com,Yes
486,10145,William Pedersen,Denmark,Aarhus,28,2024-10-30,Basic,30283.17,9,user10145@example.com,Yes
487,10545,Lucas Garcia,Denmark,Copenhagen,59,2026-03-13,Basic,7256.06,34,user10545@example.com,Yes
488,10266,Maya Lindberg,Denmark,Copenhagen,19,2026-05-25,Premium,11421.31,29,user10266@example.com,Yes
489,10369,Sara Mohamed,Denmark,Aalborg,56,,Standard,5314.83,2,,Yes
491,10287,Isabella Romano,Denmark,Aarhus,68,2024-01-28,Premium,15038.99,23,user10287@example.com,Yes
492,10588,Emily Wilson,Denmark,Copenhagen,39,2025-06-23,Standard,13811.36,24, user10588@example.com ,Yes
493,10063,Sofia Petersen,Denmark,Aarhus,26,2026-04-16,Premium,10916.87,4,user10063@example.com,Yes
494,10092,Sara Mohamed,Sweden,Gothenburg,50,2024-02-10,Basic,11260.29,15,user10092@example.com,Yes
495,10648,Amira Khalil,Denmark,Odense,22,2024-01-17,Standard,15561.59,30,user10648@example.com,Yes
496,10467,Amina Hassan,Sweden,Stockholm,62,2024-10-11,Standard,19441.12,14,user10467@example.com,Yes
497,10104,Anna Schmidt,Germany,Berlin,63,2025-10-17,Basic,7947.88,3,user10104@example.com,Yes
498,10152,  Mads Nielsen ,Germany,Berlin,22,2026-06-04,Premium,14711.42,12,user10152@example.com,Yes
499,10296,Freja Møller,Germany,Berlin,,2025-07-21,Premium,7078.42,14,user10296@example.com,Yes
500,10056,Elias Holm,Norway,Oslo,48,2024-08-17,Basic,3082.76,15,user10056@example.com,Yes
501,10073,Oscar Berg,Norway,Bergen,63,2025-08-12,Premium,11042.31,2,user10073@example.com,Yes
502,10406,Nora Eriksson,Germany,Hamburg,38,2025-09-03,Basic,6092.97,6,user10406@example.com,Yes
504,10110,Mathias Poulsen,Germany,Hamburg,65,2025-04-19,Premium,15687.4,5,user10110@example.com,Yes
505,10075,Victor Lindström,Denmark,Aarhus,68,2025-01-25,Standard,3054.12,12,user10075@example.com,Yes
506,10177,Elias Holm,Denmark,Copenhagen,46,2025-08-03,Standard,7105.68,34,user10177@example.com,Yes
507,10169,Daniel Brown,Denmark,Odense,43,2024-03-28,Premium,7647.4,28,user10169@example.com,Yes
508,10625,Sofia Petersen,Germany,Berlin,50,2025-12-07,Basic,12412.03,19, user10625@example.com ,Yes
509,10019,Oscar Berg,Norway,Bergen,53,2024-04-30,Standard,5917.75,9,user10019@example.com,Yes
510,10444,Emma Jensen,Denmark,Aarhus,46,2024-10-20,Premium,10309.59,17,,Yes
511,10317,Daniel Brown,Denmark,Odense,51,2025-01-14,Basic,10478.89,12,user10317@example.com,Yes
512,10302,Lucas Garcia,Denmark,Odense,61,2025-04-14,Basic,11696.59,6,user10302@example.com,Yes
513,10600,  Emil Johansson ,Sweden,Malmö,32,2024-07-20,Standard,14504.81,12,user10600@example.com,Yes
514,10171,Victor Lindström,Denmark,Aalborg,53,2025-09-04,Standard,15843.14,14,user10171@example.com,Yes
515,10088,Emil Johansson,Denmark,Aarhus,48,2024-02-15,Premium,10633.15,17,user10088@example.com,Yes
516,10384,Daniel Brown,Denmark,Aalborg,62,2025-11-15,Premium,13288.93,27,user10384@example.com,Yes
517,10483,Emma Jensen,Sweden,Malmö,,2024-12-27,Standard,9075.07,6,user10483@example.com,Yes
518,10378,Emily Wilson,Denmark,Aarhus,66,2024-01-08,Premium,13532.35,29,,Yes
